asus|Nexus 7|flo|6.0.1
Sony|C6503|C6503|5.1.1
samsung|SM-P600|lt03wifiue|5.1.1
samsung|GT-I9505G|jgedlte|5.1
motorola|XT1562|lux_uds|5.1.1
samsung|GT-I9300|m0|6.0.1
samsung|SM-A500FU|a5ulte|5.1.1
samsung|SM-A700FD|a7lte|5.0.2
LGE|LG-H818|p1|5.1
HTC|HTC One E9s dual sim|htc_a50aml|5.0.2
samsung|SM-N910G|trlte|5.1.1
LGE|LG-H735|p1bssn|5.1.1
motorola|XT1572|clark_ds|6.0
Sony|D6633|D6633|5.1.1
samsung|GT-I9505|jfltexx|6.0.1
motorola|MotoE2(4G-LTE)|surnia_cdma|5.1
Sony|D2502|D2502|5.0.2
samsung|GT-I9190|serrano3g|6.0.1
HTC|0PM92|htc_a32ewhl|6.0.1
asus|P024|P024_2|5.0.2
LGE|LG-H815|p1|6.0
LGE|VS986|p1|5.1
samsung|SM-N7505|hllte|5.1.1
motorola|MotoG3|osprey_cdma|5.1.1
motorola|XT1572|clark|6.0
samsung|SM-G531BT|grandprimeve3gdtv|5.1.1
samsung|SM-N910S|trelteskt|5.1.1
asus|ASUS_Z00ED|ASUS_Z00E_2|5.0.2
LGE|LS775|ph1|6.0
Sony|E5506|E5506|5.0
motorola|MotoG3|osprey_udstv|6.0
motorola|MotoG3|osprey_uds|6.0
LGE|LGUS550|c70|5.0.2
LGE|LGL33L|c50|5.0.1
asus|ASUS ZenFone 2|ASUS_Z00LD|5.0.1
asus|Nexus 7|deb|6.0.1
HTC|HTC Desire 625|htc_a32eul|5.1
LGE|LG-D855|g3|6.0
motorola|MotoG3|osprey_ud2|6.0
motorola|XT1039|peregrine|6.0.1
samsung|SM-N920C|noblelte|5.1.1
samsung|SHV-E330K|ks01ltektt|5.0.1
asus|Nexus 7|grouper|6.0.1
motorola|Moto G|falcon_umts|6.0.1
LGE|LG-H960|pplus|5.1.1
HTC|HTC Desire 820|htc_a51ul|5.0.2
LGE|VS425PP|e1q|5.1.1
LGE|LG-H422|my70ds|5.0.1
LGE|LG-H326|my50ds|5.0.1
HTC|HTC One_M8|htc_m8|6.0
samsung|SM-G925V|zeroltevzw|5.1.1
samsung|SM-G920F|zeroflte|6.0.1
LGE|LG-V495|t8lte|5.0.2
Sony|D5316|D5316|5.1.1
LGE|LG-F240L|geefhd4g|5.0.1
samsung|SM-G903M|s5neolte|5.1.1
HTC|HTC_One_max|t6ul|5.0.2
samsung|SM-P600|lt03wifi|5.1.1
samsung|SM-T555|gt510lte|5.0.2
samsung|GT-S7270|logan|5.1.1
asus|K012|K012|5.0
samsung|GT-I8730|expressltexx|6.0.1
LGE|LG-H901|pplus|5.1.1
HTC|HTC One E9PLUS dual sim|htc_a55ml_dtul|5.0.2
HTC|0PJA2|htc_himawhl|5.1
LGE|LGLS991|p1|6.0
samsung|SM-G900I|kltedv|6.0.1
samsung|SM-G600FY|o7lte|5.1.1
LGE|LG-H520|mc90|5.0.2
samsung|SM-G360G|rossaltexsa|5.1.1
LGE|LG-V500|awifi|6.0.1
HTC|2PQ93|htc_hiaewhl|6.0.1
motorola|XT1031|falcon_cdma|5.1
samsung|GT-I9082|baffin|6.0.1
Sony|E2306|E2306|5.0
samsung|SM-N920C|noblelte|6.0.1
samsung|Galaxy Nexus|maguro|5.1.1
motorola|MotoG3|osprey_u2|6.0
samsung|SM-T320|mondrianwifi|6.0.1
asus|ASUS_Z00TD|ASUS_Z00T|5.0.2
LGE|LG-F470K|jagn|5.0.2
samsung|GT-I9070|janice|5.1.1
samsung|SM-N900S|hlteskt|5.0
motorola|MotoG3-TE|merlin|6.0
LGE|VS990|pplus|5.1.1
samsung|SM-G903F|s5neolte|6.0.1
samsung|SM-J500H|j53g|5.1.1
samsung|SM-J500F|j5lte|5.1.1
samsung|SM-G900FD|klteduos|5.1.1
LGE|LG-V500|awifi|5.1.1
samsung|SM-G925W8|zeroltebmc|5.1.1
motorola|XT1078|thea_umtsds|6.0
samsung|SM-E500M|e5lte|5.1.1
motorola|XT1562|lux|6.0
samsung|SM-G800H|kmini3g|5.1.1
HTC|HTC_0P6B|htc_m8|6.0
LGE|Nexus 4|mako|6.0
Sony|Xperia Z3|z3|5.1.1
samsung|SM-A800I|a8hplte|5.1.1
samsung|SM-G928V|zenltevzw|5.1.1
LGE|LGLS770|g4stylusc|6.0
samsung|SM-J700H|j7e3g|5.1.1
samsung|SM-T900|v2wifi|5.1.1
samsung|SM-G920I|zenlte|5.1.1
asus|ASUS_Z00LD|ASUS_Z00L_93|5.0.2
LGE|LGLS751|c90nas|5.1.1
HTC|HTC Desire 728 dual sim|htc_a50cml_dtul|5.1
samsung|SM-J200G|j2lte|5.1.1
motorola|MotoG3|osprey_umts|6.0
asus|K01A|K01A|5.0
motorola|MotoE2(4G-LTE)|surnia_uds|6.0
samsung|SM-G903F|s5neolte|5.1.1
LGE|VS985 4G|g3|6.0
motorola|XT1563|lux_uds|6.0
motorola|MotoE2(4G-LTE)|surnia_udstv|6.0
motorola|Moto E|otus|5.1.1
Sony|SO-02G|SO-02G|5.0.2
asus|ASUS_Z00A|Z00A|6.0.1
samsung|SM-G935F|hero2lte|6.0.1
Sony|E2333|E2333|5.0
samsung|SM-S906L|zerofltetfnvzw|5.0.2
samsung|SM-G935V|hero2qltevzw|6.0.1
LGE|LG-D805|g2|5.0.2
samsung|SM-G930P|heroqltespr|6.0.1
HTC|HTC Butterfly s|dlxpul|5.0.2
samsung|SM-T335|milletlte|5.1.1
samsung|SM-G930T|heroqltetmo|6.0.1
LGE|LG-H955|z2|5.1.1
Sony|E6833|E6833|6.0
samsung|SM-G930F|herolte|6.0.1
samsung|SM-J200BT|j2ltedtv|5.1.1
LGE|LG-H631|h631|5.1.1
samsung|SM-A300H|a33g|5.0.2
LGE|LGLS675|m1|5.1.1
samsung|SM-N910V|trltevzw|5.1.1
HTC|HTC_M8x|htc_m8|6.0
Sony|E6853|E6853|6.0
motorola|XT1095|victara|6.0
samsung|SHV-E330S|ks01lteskt|5.0.1
HTC|HTC One M8s|htc_m8qlul|5.0.2
samsung|SAMSUNG-SM-G890A|marinelteatt|5.1.1
samsung|SM-G925P|nobleltespr|5.1.1
HTC|HTC Desire 626|htc_a32eulatt|5.1
Sony|E2303|E2303|5.0
samsung|SPH-L710T ro.product.name=dtltespr ro.product.device=dtltespr|d2refreshspr|6.0.1
asus|ASUS_Z00LD|ASUS_Z00L_63|5.0.2
LGE|VS990|pplus|6.0
samsung|SAMSUNG-SM-G870A|klteattactive|5.1.1
samsung|SM-A310F|a3xelte|5.1.1
Sony|E6603|E6603|6.0
samsung|SM-J200M|j2lte|5.1.1
samsung|SM-T815|gts210lte|5.0.2
samsung|SAMSUNG-SM-N915A|tblteatt|5.1.1
samsung|SAMSUNG-SM-J120AZ|j1xlteaio|6.0.1
HTC|HTC Desire 816|htc_a5ul|6.0
LGE|LG-H525n|c90n|6.0
samsung|SAMSUNG-SM-G935A|hero2qlteatt|6.0.1
LGE|LG-H420|my70|5.0.1
LGE|LGLS992|h1|6.0.1
motorola|XT1092|victara|6.0
samsung|SM-T800|chagallwifi|6.0.1
samsung|SM-P905V|viennaltevzw|5.1.1
samsung|SM-N920V|nobleltevzw|6.0.1
samsung|GT-I9500|ja3g|5.1.1
LGE|LG-D850|g3|5.5
motorola|XT1580|kinzie|6.0
Sony|Xperia SP|huashan|6.0.1
HTC|HTCD200LVWPP|htc_a32ewlpp|5.1
motorola|XT1022|condor_umtsds|5.1
LGE|LG-D852|g3|6.0
LGE|Nexus 4|mako|6.0.1
samsung|SM-G928F|zenlte|6.0.1
samsung|SM-A510F|a5xelte|5.1.1
Sony|E6653|E6653|6.0
samsung|SM-J105B|j1mini3g|5.1.1
LGE|LG-X150|v10|5.0.2
samsung|SM-G920K|zerofltektt|6.0.1
motorola|XT1575|clark|6.0
motorola|XT1565|lux|5.1.1
samsung|SM-N900T|hltetmo|6.0.1
samsung|GT-I9300I|s3ve3gds|5.1.1
LGE|LG-H631|g4stylusn|6.0
Sony|D5803|D5803|6.0.1
motorola|XT1563|lux_uds|6.0.1
samsung|SM-G920R4|zeroflteusc|6.0.1
LGE|LG-F400L|g3|6.0
LGE|LG-H736|p1bdsn|6.0
samsung|SM-T805M|chagalllte|5.0.2
asus|ASUS_Z00AD|Z00A_3|5.0
samsung|SM-G920T|zerofltetmo|6.0.1
LGE|LG-F400L|g3|5.0
samsung|SM-G9350|hero2qltechn|6.0.1
LGE|VS986|p1|6.0
HTC|HTC_M9e|htc_himaruhl|5.0.2
samsung|GT-I9195|serranoltexx|6.0.1
HTC|HTC One|m7|5.1
HTC|HTC_D820f|htc_a51tuhl|5.0.2
samsung|SM-G9250|zeroltechn|6.0.1
samsung|SM-G920I|zeroflte|6.0.1
samsung|SM-G920L|zerofltelgt|6.0.1
Sony|E5823|E5823|6.0
samsung|SAMSUNG-SGH-I747|d2att|6.0.1
LGE|LG-E980|e980|5.1.1
samsung|SM-T377P|gtesqltespr|5.1.1
motorola|Xoom Wifi|wingray|5.1.1
samsung|SCH-I545PP|jfltevzwpp|5.0.1
LGE|LG-F500S|p1|6.0
samsung|SM-T330|milletwifi|5.1.1
LGE|LGL21G|y50|5.0.1
LGE|LG-F500L|p1|6.0
samsung|SM-N910P|trltespr|6.0.1
HTC|HTC 0PGQ1|htc_a12ul|5.1
motorola|MotoE2|otus_ds|5.1
HTC|HTC_0P3P5|t6ul|5.0.2
HTC|HTC_M9u|htc_himauhl|6.0
LGE|LG-H850|h1|6.0.1
LGE|LG-D857|g3|5.0.1
Sony|E5803|E5803|6.0
LGE|LG-H960|pplus|6.0
LGE|LG-H811|p1|6.0
samsung|SM-G550T|on5ltetmo|6.0.1
LGE|LG-H830|h1|6.0.1
LGE|LG-K430|m253|6.0
LGE|LG-K350|mm1vn|6.0
samsung|SM-J500G|j5lte|5.1.1
asus|ASUS_Z00UD|ASUS_Z00U|6.0.1
Sony|E5306|E5306|5.1
samsung|SM-G7202|grandmax3g|5.1.1
LGE|LG-D620|g2m|6.0.1
asus|K007|K007|5.0.1
LGE|LG-V496|t8lte|5.0.2
samsung|SM-G850M|slte|5.0.2
LGE|LG-F460S|tiger6|6.0
samsung|SM-A710K|a7xeltektt|5.1.1
LGE|LGL62VL|m209|5.1.1
motorola|XT1063|titan_umts|6.0
Sony|SOV32|SOV32|5.1.1
samsung|SM-N920P|nobleltespr|6.0.1
samsung|SM-J5108|j5xltecmcc|5.1.1
Sony|C2305|C2305|5.1
Sony|SO-05G|SO-05G|5.0.2
LGE|LG-D331|luv80ss|5.0.2
samsung|SM-J320M|j3xlte|5.1.1
Sony|E5643|E5643|5.1
motorola|Moto G (4)|athene_f|6.0.1
Sony|D6503|D6503|6.0.1
samsung|SM-N920T|nobleltetmo|6.0.1
samsung|SM-A700K|a7ltektt|5.0.2
samsung|SM-N915FY|tblte|6.0.1
HTC|HTL23|htc_b2wlj|5.0.2
LGE|LG-D851|g3|6.0
HTC|HTC 10|htc_pmeuhl|6.0.1
samsung|SM-G9198|msm8916_32|5.1.1
samsung|SM-G920P|zerofltespr|6.0.1
LGE|LG-H740|p1v|5.1.1
samsung|SM-T705M|klimtlte|5.0.2
samsung|SM-G900V|kltevzw|6.0.1
asus|ASUS_Z00VD|ASUS_Z00VD|5.1
samsung|SM-N910H|tre3g|5.1.1
Sony|Xperia Z3 Dual|z3dual|5.1.1
Sony|D6653|D6653|6.0.1
motorola|XT1064|titan_umts|6.0
Sony|E5343|E5343|5.1
samsung|GT-N5110|konawifi|6.0.1
LGE|LG-D724|jag3gds|6.0.1
samsung|SM-N915G|tblte|6.0.1
samsung|SM-G920T1|zerofltemtr|6.0.1
samsung|SM-G928P|zenltespr|6.0.1
samsung|SM-J320P|j3ltespr|5.1.1
samsung|SM-N910W8|trltecan|6.0.1
samsung|SM-G360BT|coreprimeltedtv|5.0.2
samsung|SAMSUNG-SM-G920A|zeroflteatt|6.0.1
Sony|D2114|D2114|6.0
motorola|XT1034|falcon_umts|5.1
LGE|LGL82VL|ph1|5.1.1
Sony|Xperia Z Ultra|togari_gpe|5.1.1
samsung|SAMSUNG-SM-J320A|j3xlteatt|6.0.1
samsung|SC-02H|SC-02H|6.0.1
samsung|SM-G900T|kltetmo|6.0.1
samsung|SM-J120H|j1x3g|5.1.1
LGE|LG-H812|p1|6.0
samsung|SM-N900K|hltektt|5.0
samsung|SM-P900|v1awifi|5.0.2
Sony|E5803|E5803|6.0.1
samsung|SM-J5008|j5ltechn|5.1
motorola|XT1570|clark_ds|5.1.1
LGE|LGLS775|ph1|6.0.1
samsung|SM-G930V|heroqltevzw|6.0.1
Sony|SOV33|SOV33|6.0.1
HTC|HTC6545LVW|htc_pmewl|6.0.1
samsung|SM-A500W|a5ultebmc|5.0.2
samsung|SAMSUNG-SM-G930A|heroqlteatt|6.0.1
HTC|One|m7|5.1.1
samsung|SM-G900FD|klte|6.0.1
asus|ASUS_T00I|ASUS_T00I|5.0
motorola|XT1575|clark|6.0.1
Sony|D6633|D6633|6.0.1
Sony|E5606|E5606|5.0
LGE|LG-H525n|c90n|5.0.2
samsung|SM-G900F|klte|6.0.1
LGE|LG-K535|ph2n|6.0.1
Sony|E6853|E6853|6.0.1
asus|ASUS_Z00LD|ASUS_Z00L_63|6.0.1
samsung|SAMSUNG-SM-G925A|zerolteatt|6.0.1
motorola|XT1225|quark_umts|6.0.1
samsung|SM-G935W8|hero2ltebmc|6.0.1
motorola|Moto G 2014|titan|6.0.1
samsung|SM-N910V|trltevzw|6.0.1
LGE|LG-ls990|ls990|5.1.1
HTC|HTC One M9|htc_himaul|6.0
samsung|SM-E700M|e7lte|5.1.1
samsung|SAMSUNG-SM-N920A|noblelteatt|6.0.1
Sony|Xperia Z1|honami|5.1.1
samsung|H522Y|hlte|5.0
samsung|SM-J500M|j5lte|6.0.1
LGE|LGLS996|z2|5.1.1
LGE|LGMS428|m209n|6.0.1
HTC|HTC6525LVW|htc_m8wl|6.0
Sony|D6708|D6708|5.1.1
samsung|SM-G928T|zenltetmo|6.0.1
HTC|HTC M8|htc_m8|6.0.1
samsung|SM-J510FN|j5xnlte|6.0.1
samsung|SAMSUNG-SM-G890A|marinelteatt|6.0.1
motorola|Nexus 6|shamu|7.0
LGE|LG-H901|pplus|6.0
motorola|XT1563|lux|6.0.1
samsung|SM-G388F|xcover3lte|5.1.1
samsung|SM-N915G|tblte|5.1.1
LGE|VS985 4G|g3|5.0
asus|ASUS_Z00LD|ASUS_Z00L_93|6.0.1
samsung|SM-N915P|tbltespr|5.1.1
Sony|501SO|501SO|6.0
samsung|SM-N910F|trltevzw|5.0.1
Sony|E6653|E6653|6.0.1
LGE|VS987|h1|6.0.1
LGE|VS880PP|x10|5.1.1
samsung|SM-G930L|heroltelgt|6.0.1
samsung|SM-N910F|trlte|6.0.1
motorola|MotoG3|osprey_ud2|6.0.1
LGE|LGL44VL|e1q|5.1.1
asus|ASUS_Z010D|ASUS_Z010|6.0.1
samsung|SAMSUNG-SM-T817A|gts210lteatt|6.0.1
samsung|SM-N920I|noblelte|6.0.1
samsung|GT-I9515|jfvelte|6.0.1
samsung|SHV-E330K|ks01lte|6.0.1
LGE|LG-D850|g3|6.0
samsung|SM-J105Y|j1minilte|5.1.1
Sony|F8132|F8132|6.0.1
LGE|LG-K130|me1ds|5.1.1
HTC|HTC 2PST2|htc_a16ul|6.0.1
samsung|SM-G900S|klteskt|6.0.1
samsung|SM-N900P|hltespr|5.1.1
motorola|MotoE2(4G-LTE)|surnia_umts|6.0
samsung|SM-N910T|trltetmo|6.0.1
samsung|GT-I9506|ks01lte|6.0.1
motorola|XT1580|kinzie|6.0.1
HTC|HTC_M10h|htc_pmeuhl|6.0.1
LGE|LGL52VL|m1|5.1.1
HTC|HTC_0PKX2|htc_a32ul_emea|5.1
samsung|SM-T550|gt510wifi|6.0.1
samsung|SM-G9200|zerofltechn|6.0.1
LGE|LGL61AL|m209|5.1.1
samsung|SM-J320VPP|j3ltevzw|6.0.1
motorola|MotoG3|osprey_umts|6.0.1
LGE|LG-H650|c100|6.0
Sony|E2306|E2306|6.0.1
Sony|SO-04H|SO-04H|6.0.1
LGE|LG-H961N|pplus|6.0
motorola|Moto G 2014|titan_umtsds|6.0.1
samsung|SM-N920G|noblelte|5.1.1
HTC|HTC6535LVW|htc_himawl|6.0
LGE|LG-K350|mm1v|6.0
asus|ASUS_Z00UD|ASUS_Z00U_2|6.0.1
samsung|SM-G550FY|o5lte|5.1.1
LGE|LGMS550|ph2n|6.0.1
samsung|GT-N7100|t03g|6.0.1
LGE|LG-H860|h1|6.0.1
samsung|SM-N930T|graceqltetmo|6.0.1
Sony|E2312|E2312|6.0.1
samsung|SM-T330NU|milletwifiue|5.1.1
samsung|SM-J700M|j7elte|6.0.1
asus|ASUS_Z00UDC|ASUS_Z00U_1|5.0.2
LGE|LG-E410f|v1|5.0.2
samsung|SPH-L710|d2spr|6.0.1
samsung|SM-T807P|chagallltespr|5.0.2
LGE|LG-H343|c50|6.0
samsung|SAMSUNG-SM-J120A|j1xlteatt|6.0.1
Sony|SGP621|SGP621|5.1.1
samsung|SM-G531Y|grandprimeveltezt|5.1.1
LGE|GT-I9300|GT-I9300|6.0.1
samsung|SM-N930F|gracelte|6.0.1
LGE|LG-H502|my90ds|6.0
samsung|SM-G900M|klte|6.0.1
samsung|SM-G900I|klte|6.0.1
LGE|Acer E3|hammerhead|5.0.1
samsung|SAMSUNG-SM-G891A|poseidonlteatt|6.0.1
samsung|GT-N7105|t0lte|6.0.1
samsung|SM-G930W8|heroltebmc|6.0.1
Sony|D6603|D6603|6.0.1
samsung|SM-J200GU|j2lte|5.1.1
samsung|SM-A800IZ|a8hplte|5.1.1
samsung|SM-N910G|trlte|6.0.1
asus|ASUS_Z017DA|ASUS_Z017D_1|6.0.1
HTC|HTC_D820u|htc_a51dtul|6.0.1
LGE|LG-F240S|geefhd4g|5.0.1
motorola|Moto G (4)|athene|6.0.1
samsung|SM-J700T|j7eltetmo|6.0.1
samsung|SM-G925T|zeroltetmo|6.0.1
LGE|LG-AS990|g3|5.0.1
samsung|SM-T377P|gtesqltespr|6.0.1
HTC|HTC One 801s|m7|5.0.2
samsung|SM-A500F|a5lte|6.0.1
samsung|SM-G900W8|kltecan|6.0.1
samsung|SM-J320FN|j3xnlte|5.1.1
motorola|XT1650|griffin|6.0.1
samsung|SM-J701F|j7velte|7.0
LGE|LM-X210(G)|cv1|7.1.2
